10001,DOTHAN,1108 ROSS CLARK CIRCLE,AL,36301,-85.3630676,31.2167252
10005,BOAZ,2505 U S HIGHWAY 431 NORTH,AL,35957,-85.89443990000001,33.7749644
10006,FLORENCE,205 MARENGO STREET,AL,35631,-87.34621829999999,31.5270585
10011,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,-86.6676502,33.596457
10016,ALABASTER,1000 FIRST STREET NORTH,AL,35007,-86.8135545,33.2524436
10023,MONTGOMERY,2105 EAST SOUTH BOULEVARD,AL,36116,-86.2776717,32.327725
10029,OPELIKA,2000 PEPPERELL PARKWAY,AL,36801,-85.4037506,32.6401629
10033,BIRMINGHAM,619 SOUTH 19TH STREET,AL,35233,-122.2740556,37.8095821
10039,HUNTSVILLE,101 SIVLEY RD,AL,35801,-86.58179899999999,34.721046
10040,GADSDEN,1007 GOODYEAR AVENUE,AL,35903,-85.9658747,34.0077928
10046,GADSDEN,600 SOUTH THIRD STREET,AL,35901,-85.756239,38.24873830000001
10055,DOTHAN,4370 WEST MAIN STREET,AL,36305,-85.45675700000001,31.23790679999999
10056,BIRMINGHAM,810 ST VINCENT'S DRIVE,AL,35205,-86.7889111,33.5071812
10078,ANNISTON,400 EAST 10TH STREET,AL,36207,-85.8228352,33.6563953
10083,FOLEY,1613 NORTH MCKENZIE STREET,AL,36535,-87.6843079,30.4260938
10085,DECATUR,1201 7TH STREET SE,AL,35609,-86.9727166,34.5911737
10090,MOBILE,6801 AIRPORT BOULEVARD,AL,36608,-88.1985523,30.6782817
10092,TUSCALOOSA,809 UNIVERSITY BOULEVARD EAST,AL,35401,-87.52648119999999,33.2053981
10100,FAIRHOPE,750 MORPHY AVENUE,AL,36532,-87.88820229999999,30.5199796
10103,BIRMINGHAM,701 PRINCETON AVENUE SOUTHWEST,AL,35211,-86.84701659999999,33.4984021
10104,BIRMINGHAM,800 MONTCLAIR RD,AL,35213,-86.7483395,33.5163586
10113,MOBILE,5 MOBILE INFIRMARY CIRCLE,AL,36652,-88.07983949999999,30.6963935
10139,BIRMINGHAM,2010 BROOKWOOD MEDICAL CENTER DRIVE,AL,35209,-86.7764088,33.4642365
20017,ANCHORAGE,2801 DEBARR ROAD,AK,99508,-149.8286335,61.210404
30002,PHOENIX,1111 EAST MCDOWELL ROAD,AZ,85006,-112.057972,33.465137
30006,TUCSON,5301 EAST GRANT ROAD,AZ,85712,-110.8780795,32.252903
30007,COTTONWOOD,269 SOUTH CANDY LANE,AZ,86326,-112.0292561,34.7357759
30010,TUCSON,1601 WEST ST MARY'S ROAD,AZ,85745,-110.9995908,32.228313
30011,TUCSON,350 NORTH WILMOT ROAD,AZ,85711,-110.855335,32.2265668
30012,PRESCOTT,1003 WILLOW CREEK ROAD,AZ,86301,-112.4811881,34.5596203
30013,YUMA,2400 SOUTH AVENUE A,AZ,85364,-114.634916,32.6823988
30023,FLAGSTAFF,1200 NORTH BEAVER STREET,AZ,86001,-111.643986,35.20832
30024,PHOENIX,350 WEST THOMAS ROAD,AZ,85013,-112.0793604,33.4819191
30030,PHOENIX,2000 WEST BETHANY HOME ROAD,AZ,85015,-112.1021957,33.5247707
