Provider Id,Provider Name,False
10001,SOUTHEAST ALABAMA MEDICAL CENTER,False
10005,MARSHALL MEDICAL CENTER SOUTH,False
10006,ELIZA COFFEE MEMORIAL HOSPITAL,True
10011,ST VINCENTS EAST,False
10016,SHELBY BAPTIST MEDICAL CENTER,False
10023,BAPTIST MEDICAL CENTER SOUTH,False
10029,EAST ALABAMA MEDICAL CENTER AND SNF,False
10033,UNIVERSITY OF ALABAMA HOSPITAL,True
10039,HUNTSVILLE HOSPITAL,True
10040,GADSDEN REGIONAL MEDICAL CENTER,False
10046,RIVERVIEW REGIONAL MEDICAL CENTER,False
10055,FLOWERS HOSPITAL,True
10056,ST VINCENTS BIRMINGHAM,False
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,False
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,False
10085,DECATUR GENERAL HOSPITAL,True
10090,PROVIDENCE HOSPITAL,True
10092,D C H REGIONAL MEDICAL CENTER,False
10100,THOMAS HOSPITAL,True
10103,BAPTIST MEDICAL CENTER-PRINCETON,False
10104,TRINITY MEDICAL CENTER,False
10113,MOBILE INFIRMARY,False
10139,BROOKWOOD MEDICAL CENTER,False
20017,ALASKA REGIONAL HOSPITAL,True
30002,BANNER GOOD SAMARITAN MEDICAL CENTER,False
30006,TUCSON MEDICAL CENTER,False
30007,VERDE VALLEY MEDICAL CENTER,False
30010,CARONDELET ST  MARYS HOSPITAL,True
30011,CARONDELET ST JOSEPHS HOSPITAL,True
30012,YAVAPAI REGIONAL MEDICAL CENTER,False
30013,YUMA REGIONAL MEDICAL CENTER,False
30023,FLAGSTAFF MEDICAL CENTER,False
30024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,True
30030,PHOENIX BAPTIST HOSPITAL,True
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,False
30061,BANNER BOSWELL MEDICAL CENTER,False
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,False
30065,BANNER DESERT MEDICAL CENTER,False
30069,HAVASU REGIONAL MEDICAL CENTER,False
30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,False
30089,BANNER THUNDERBIRD MEDICAL CENTER,False
30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,True
30093,BANNER DEL E WEBB MEDICAL CENTER,False
30094,ARROWHEAD HOSPITAL,True
30100,CARONDELET HEART AND VASCULAR INSTITUTE,False
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,False
30103,MAYO CLINIC HOSPITAL,True
30105,BANNER HEART HOSPITAL,True
40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,False
40007,ST VINCENT INFIRMARY MEDICAL CENTER,False
40010,MERCY MEDICAL CENTER,False
40020,ST BERNARDS MEDICAL CTR,False
40022,NW ARKANSAS HOSPITALS LLC,True
40026,ST JOSEPHS MERCY HEALTH CENTER INC,False
40027,BAXTER REGIONAL MEDICAL CENTER,False
40029,CONWAY REGIONAL MEDICAL CENTER,False
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,False
40062,ST EDWARD MERCY MEDICAL CENTER,False
40071,JEFFERSON REGIONAL MEDICAL CENTER,False
40078,NATIONAL PARK MEDICAL CENTER,False
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,False
40118,NEA BAPTIST MEMORIAL HOSPITAL,True
40119,WHITE RIVER MEDICAL CENTER,False
40134,ARKANSAS HEART HOSPITAL,True
50006,ST JOSEPH HOSPITAL,True
50007,PENINSULA MEDICAL CENTER,False
50013,ST HELENA HOSPITAL,True
50017,MERCY GENERAL HOSPITAL,True
50026,GROSSMONT HOSPITAL,True
50036,BAKERSFIELD MEMORIAL HOSPITAL,True
50039,ENLOE MEDICAL CENTER,False
50056,ANTELOPE VALLEY HOSPITAL MED CENTER,True
50057,KAWEAH DELTA MEDICAL CENTER,False
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,True
50069,ST JOSEPH HOSPITAL,True
50077,SCRIPPS MERCY HOSPITAL,True
50082,ST JOHNS REGIONAL MEDICAL CENTER,False
50084,ST JOSEPHS MED CENTER OF STOCKTON,False
50093,SAINT AGNES MEDICAL CENTER,False
50107,MARIAN MEDICAL CENTER,False
50108,SUTTER GENERAL HOSPITAL,True
50115,PALOMAR MEDICAL CENTER,False
50128,TRI-CITY MEDICAL CENTER,False
50133,RIDEOUT MEMORIAL HOSPITAL,True
50168,ST JUDE MEDICAL CENTER,False
50174,SANTA ROSA MEMORIAL HOSPITAL,True
50179,EMANUEL MEDICAL CENTER INC,False
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,False
50197,SEQUOIA HOSPITAL,True
50222,SHARP CHULA VISTA MEDICAL CENTER,False
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,True
50225,FEATHER RIVER HOSPITAL,True
50232,FRENCH HOSPITAL MEDICAL CENTER,True
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,False
50238,METHODIST HOSPITAL OF SOUTHERN CA,True
50243,DESERT REGIONAL MEDICAL CENTER,False
